User ID,Activity Level,Home Type,Grooming Preference,Time Available,Experience Level,Pet ID,Pet Description,Pet Temperament,Pet Popularity,Pet Min Height,Pet Max Height,Pet Min Weight,Pet Max Weight,Pet Min Expectancy,Pet Max Expectancy,Pet Group,Grooming Frequency Value,Grooming Frequency Category,Shedding Value,Shedding Category,Energy Level Value,Energy Level Category,Trainability Value,Trainability Category,Demeanor Value,Demeanor Category
440,Low,Apartment,Very Low,Limited,First-time owner,104,"Entlebucher (ENT-leh-boo-cur) Mountain Dogs are muscular, long-backed cattle dogs standing from 16 to 21 inches at the shoulder. They have short, sturdy legs; a striking black, white, and tan coat; and an attentive, friendly face. Entles are famous for their agility, balance, and boundless enthusiasm.Entles are vigilant protectors of their four- or two-legged “herds” and, when properly socialized, make durable and trustworthy playmates for older kids. Energetic Entles require lots of exercise, family time, and direction to reach their full potential. Inexperienced owners might be overwhelmed by this strong, self-confident, go-go herding dog eager for work.Entlebuchers are fine dogs—clever, zesty, happy—but not for everyone. The Entlebucher Mountain Dog, tricolor “Laughing Dog” of the Swiss Alps, is a rugged and determined mover of cattle. These spirited, energetic workers and athletes are independent problem solvers and are happiest with a job to perform.","Loyal, Smart, Enthusiastic",157,40.64,53.34,18.143694800000002,29.48350405,11,13,Herding Group,0.2,Occasional Bath/Brush,0.2,Infrequent,1,Needs Lots of Activity,0.4,Independent,0.4,Reserved with Strangers
441,High,House,High,Minimal,Expert,28,"Standing 20 to 22 inches at the shoulder and covered head to tail in a shaggy double coat, Beardies bear a passing resemblance to another British favorite, the Old English Sheepdog. Beneath the coats, Beardies are the more lean and angular of the two. The lavish facial hair shouldn’t obscure the characteristic expression: a dreamy, faraway gaze.These rambunctious comics can be a handful—but mostly, Beardies are approximately 50 pounds of heart, energy, and laughter. Well-socialized Beardies will get on nicely with other animals and kids. They bore easily, and training must be kept interesting. Outdoorsy families looking for a sturdy dog to share an uptempo lifestyle will never find a more affectionate and amusing sidekick. A boisterous and charismatic droving dog from Scotland, the shaggy-coated Bearded Collie (“Beardie” to his friends) enjoys outdoor exercise in all weather. Bred to be independent decision-makers, they can be willful but are always friendly.","Smart, Bouncy, Charismatic",127,50.8,55.88,20.41165665,24.947580350000003,12,14,Herding Group,0.8,Daily Brushing,0.6,Seasonal,0.6,Regular Exercise,0.4,Independent,1,Outgoing
442,Moderate,Urban,Very Low,Minimal,Expert,146,"Kai Ken are athletic and intelligent with a strong desire to hunt. The Kai is an independent thinker and can form a strong bond with their family. They are excellent swimmers and climbers and have been known to climb trees and swim rivers in pursuit of game. Kai have a distinct brindle coat that comes in three colors: Black Brindle (Kuro-Tora), Brindle (Chu-Tora), and Red Brindle (Aka-Tora). Red brindle is the rarest of the coat colors. The distinct coloring and brindle pattern enabled the dog to blend in to the mountainous forests in which it hunted, camouflaging it against prey and predators in ancient times. The amount of brindle will vary from dog to dog as well as the brindle pattern. Most puppies are born completely black and their brindle will emerge as they age and will continue to change for around the first five years of their life. In the home, the Kai Ken requires basic canine care. They can be kept in an apartment setting provided they receive regular exercise in the form of leashed walks. Being a naturally clean breed, bathing should be limited to only when dirty. Brushing is recommended, especially during twice-a-year coat blowing. Club Contact DetailsClub:Kai Ken Society of AmericaName: Stacey Pestel, Communications OfficerAddress: 1808 Penfield Ct S, Columbus, OH 43227Email:club@kaisociety.orgPhone: 614-313-8456 The Kai Ken is a medium-sized dog and is one of the six native Japanese breeds or Nihon Ken. Traditionally used to hunt a wide range of game in the mountains of Japan, the Kai Ken is considered a rare breed even in Japan. The Kai is highly intelligent and learns quickly. They seem to learn as fast as the other Japanese breeds if not faster. They are not as independent and are more willing to please their companions. The Japanese describe the Kai Ken as a trustworthy guardian and extremely devoted to his master.","Loyal, Agile, Keen",,39.37,49.53,9.071847400000001,18.143694800000002,12,15,Foundation Stock Service,0.2,Occasional Bath/Brush,0.6,Seasonal,0.8,Energetic,0.4,Independent,0.4,Reserved with Strangers
443,Low,Rural,Low,Full-time,Expert,72,"Central Asian Shepherd Dogs are a natural protective breed that require a non-stop observance for the life of the dog. They are not for first-time dog owners. They were formed as a breed from natural selection during more than four thousand years in a vast territory, which spreads nowadays from the Caspian Sea to China and from Southern Ural to Afghanistan. The Central Asian Shepherd Dog is self-assured, balanced, quiet, proud and independent. They are very courageous and have a high working capacity, endurance and a natural instinct of territory. This breed is known for its fearlessness towards large predators.","Independent, Courageous, Self-Confident",,64.77,69.85,39.916128560000004,49.895160700000005,0,0,Foundation Stock Service,0.2,Occasional Bath/Brush,0.6,Seasonal,0.4,Calm,0.4,Independent,0.2,Aloof/Wary
444,Very Low,Rural,Medium,Full-time,First-time owner,25,"The Basset Hound stands no higher than 14 inches at the shoulder but, with his remarkably heavy bone, powerful little legs, and massive paws, he possesses big-dog strength and stamina. Bassets are famous for a large, domed head that features extremely long, velvety ears, mournful eyes, and a wrinkled brow, which give the breed the look of a sad clown. Built more for endurance than speed, the Basset moves in a deliberate but effortless manner. The breed’s scenting ability is uncanny; it’s said that among dogs only the Bloodhound’s nose is more accurate. Mild and agreeable at home, the Basset is stubborn on the trail and barks in a loud, ringing voice. Although they may not be wildly demonstrative in their affections, they are steadfastly loyal. Among the most appealing of the AKC breeds, the endearing and instantly recognizable Basset Hound is a perennial favorite of dog lovers all over the world. This low-slung and low-key hound can be sometimes stubborn, but is always charming.","Charming, Patient, Low-Key",39,38.1,38.1,18.143694800000002,29.48350405,12,13,Hound Group,0.6,2-3 Times a Week Brushing,0.4,Occasional,0.2,Couch Potato,0.4,Independent,0.8,Friendly
445,Very High,Urban,High,Minimal,Experienced,204,"The Portuguese Water Dog is super-smart and very biddable—meaning he’s easy to train and eager to please. The breed can be groomed in two styles: The retriever clip (the entire coat is clipped to one inch in length, with the tail tip at full length) or the more check-me-out lion clip, where the coat on the hindquarters and muzzle is clipped down to the skin. The bright and biddable Portuguese Water Dog was bred to be an all-around fisherman’s helper. The robust, medium-sized body is covered by a coat of tight, low-shedding curls. They are eager and athletic companions built for water work.","Affectionate, Adventurous, Athletic",50,43.18,58.42,15.875732950000002,27.2155422,11,13,Working Group,0.8,Daily Brushing,0.6,Seasonal,0.8,Energetic,0.8,Easy Training,0.6,Alert/Responsive
446,High,Apartment,High,Full-time,Experienced,82,"Those big, dark eyes; that sweet expression; those long, lush ears that practically demand to be touched—no wonder the Cocker spent years as America’s most popular breed. The Cocker is the AKC’s smallest sporting spaniel, standing about 14 to 15 inches. The coat comes in enough colors and patterns to please any taste. The well-balanced body is sturdy and solid, and these quick, durable gundogs move with a smooth, easy gait.Cockers are eager playmates for kids and are easily trained as companions and athletes. They are big enough to be sporty, but compact enough to be portable. A Cocker in full coat rewards extra grooming time by being the prettiest dog on the block. These energetic sporting dogs love playtime and brisk walks. The merry and frolicsome Cocker Spaniel, with his big, dreamy eyes and impish personality, is one of the world’s best-loved breeds. They were developed as hunting dogs, but Cockers gained their wide popularity as all-around companions.","Gentle, Smart, Happy",30,34.29,39.37,9.071847400000001,13.6077711,10,14,Sporting Group,0.8,Daily Brushing,0.4,Occasional,0.6,Regular Exercise,1,Eager to Please,1,Outgoing
447,Low,Rural,High,Full-time,Expert,119,"A well-bred Giant Schnauzer closely resembles the Standard Schnauzer—only bigger. As their name suggests, Giants are imposing.A male might stand as high as 27.5 inches at the shoulder and weigh 95 pounds. The muscular, substantial body is, as the breed’s fanciers put it, a “bold and valiant figure of a dog.” The double coat is either solid black or “pepper and salt.” Familiar characteristics of the Mini, Standard, and Giant are a harsh beard and eyebrows, accentuating a keen, sagacious expression. The Giant Schnauzer is a larger and more powerful version of the Standard Schnauzer, and he should, as the breed standard says, be a “bold and valiant figure of a dog.” Great intelligence and loyalty make him a stellar worker and companion.","Loyal, Alert, Trainable",78,59.69,69.85,24.947580350000003,38.55535145,12,15,Working Group,0.8,Daily Brushing,0,,1,Needs Lots of Activity,0.8,Easy Training,0.6,Alert/Responsive
448,Very High,Rural,Low,Minimal,Experienced,251,"With their thick sable coat, sturdy construction, and overall no-frills look, Vallhunds are a timeless breed, as comfortable in a suburban backyard as they were on the prow of Viking longships 1,200 years ago. These lively herders are built long and low to the ground—in not quite as exaggerated a fashion as their distant cousins the corgis, but the idea is the same: Their build makes it easier to nip at the heels of cattle and avoid kicks to the head. Balance, power, and smooth movement are breed hallmarks. The long and low Swedish Vallhund, Viking Dog of ancient legend, is a smart and sociable herder of dense coat and boundless energy. These rugged cattle dogs are known for their zest for life, unique vocalizations, and cheerful demeanor.","Friendly, Energetic, Watchful",169,29.21,34.925,9.071847400000001,15.875732950000002,12,15,Herding Group,0.2,Occasional Bath/Brush,0.6,Seasonal,1,Needs Lots of Activity,1,Eager to Please,0.8,Friendly
449,Moderate,House,Very Low,Part-time,Experienced,205,"The Pudelpointer originated in Germany, created by crossing the Poodle with the Pointer. A versatile, genetically sound and healthy gun dog emerged from this cross and the breed is useful for all kinds of work in the fields, woods and water. His coat can be wire-haired, smooth/short, or rough and his coat color ranges from light brown to black. He may also have small white markings. The Pudelpointer is a calm, self-controlled, versatile gun dog with a distinct hunting instinct and lacks game or gun shyness. In his native country of Germany, he has always ranked high in performance tests and in the field. This breed is enjoyed and valued for its desire and drive.","Friendly, Smart, Willing to Please",,55.88,66.04,20.41165665,31.751465900000003,14,14,Foundation Stock Service,0.2,Occasional Bath/Brush,0.6,Seasonal,0.6,Regular Exercise,0,,0,
450,High,Urban,High,Minimal,First-time owner,119,"A well-bred Giant Schnauzer closely resembles the Standard Schnauzer—only bigger. As their name suggests, Giants are imposing.A male might stand as high as 27.5 inches at the shoulder and weigh 95 pounds. The muscular, substantial body is, as the breed’s fanciers put it, a “bold and valiant figure of a dog.” The double coat is either solid black or “pepper and salt.” Familiar characteristics of the Mini, Standard, and Giant are a harsh beard and eyebrows, accentuating a keen, sagacious expression. The Giant Schnauzer is a larger and more powerful version of the Standard Schnauzer, and he should, as the breed standard says, be a “bold and valiant figure of a dog.” Great intelligence and loyalty make him a stellar worker and companion.","Loyal, Alert, Trainable",78,59.69,69.85,24.947580350000003,38.55535145,12,15,Working Group,0.8,Daily Brushing,0,,1,Needs Lots of Activity,0.8,Easy Training,0.6,Alert/Responsive
451,High,Apartment,High,Limited,Experienced,268,"Standing 10 to 11 inches at the shoulder, with dark piercing eyes, compact body, and a carrot-shaped tail wagging with delight, the Westie’s looks are irresistible. Beneath the plush-toy exterior, though, is a true working terrier of gameness and courage. Bred to hunt rats and other underground rodents, Westies are surprisingly strong and tough. The all-white double coat is hard to the touch, not soft and fluffy.Alert and active, Westies exhibit traits of a plucky and self-reliant ratting terrier: They require no pampering, they will chase after anything that moves, and their independence can make training a challenge. But, thanks to their faithfulness and keen intelligence, Westies will train nicely with time and patience. Smart, confident, and always entertaining at play, the adorable West Highland White Terrier (Westie, for short) has charmed owners for over 300 years. This diminutive but sturdy earthdog is among the most popular of the small terriers.","Loyal, Happy, Entertaining",42,25.4,27.94,6.80388555,9.071847400000001,13,15,Terrier Group,0.8,Daily Brushing,0.6,Seasonal,0.6,Regular Exercise,0.6,Agreeable,0.8,Friendly
452,Very Low,Rural,Low,Minimal,Expert,80,"Standing under 20 inches, the Cirneco (“cheer-NEK-o”; Cirnechi is the plural) is often described as resembling a smaller version of the Pharaoh Hound, its cousin from the island of Malta. This slender but rugged hunter’s coat ranges from light to dark tan or chestnut. The large, upright ears point up the alert expression of the eyes, whose amber or ochre color smartly complements the coat.In many ways, these lithe and leggy Sicilians are typical sighthounds: sweet-natured, independent and, of course, breathtakingly swift. It is said, though, that Cirnechi are a bit more trainable than the usual sighthound. These living artifacts of antiquity have sprinted into the 21st century relatively unchanged by passing fads and fancies. The sleek and sinewy Cirneco dell’Etna, the ancient coursing hound of Sicily, is an athletic hunter given to quick bursts of speed. As housedogs, Cirnechi are mild, low-maintenance companions cherished for their loyal and gentle nature.","Affectionate, Friendly, Independent",183,41.910000000000004,49.53,7.71107029,11.793401620000001,12,14,Hound Group,0.2,Occasional Bath/Brush,0.2,Infrequent,0.6,Regular Exercise,0.6,Agreeable,0.6,Alert/Responsive
453,Moderate,Urban,Medium,Limited,Expert,103,"The ETS is a square, snub-nosed toy weighing no more than 14 pounds. The large domed head—with its long and lush ears, dark melting eyes, and chubby cheeks—is a famous breed trait. The profuse coat comes in four varieties, each with its own proper name: red and white (Blenheim); black and tan (King Charles); white, black, and tan (Prince Charles); and a solid red (Ruby). Blenheims often have a red mark, the “Blenheim Spot,” on top of the head.The ETS, like many toy breeds kept by royals, came to assume the personalities of their aristocratic owners. They can be proud and willful, and extremely discriminating in their choice of friends. With their favored humans, they are affectionate at home and exuberant and curious at play. The merry English Toy Spaniel was bred to be the companion of kings. But ETS are spaniels first and pampered lapdogs second, and beneath the patrician exterior beats the heart of a real doggy dog—bright, loving, and willing to please.","Gentle, Playful, Intelligent",135,22.86,25.4,3.62873896,6.35029318,10,12,Toy Group,0.6,2-3 Times a Week Brushing,0.6,Seasonal,0.6,Regular Exercise,0.4,Independent,0.6,Alert/Responsive
454,Very High,Apartment,Low,Full-time,First-time owner,93,"Dobermans are compactly-built dogs—muscular, fast, and powerful—standing between 24 to 28 inches at the shoulder. The body is sleek but substantial, and is covered with a glistening coat of black, blue, red, or fawn, with rust markings. These elegant qualities, combined with a noble, wedge-shaped head and an easy, athletic way of moving have earned Dobermans a reputation as royalty in the canine kingdom. A well-conditioned Doberman on patrol will deter all but the most foolish intruder. Sleek and powerful, possessing both a magnificent physique and keen intelligence, the Doberman Pinscher is one of dogkind's noblemen. This incomparably fearless and vigilant breed stands proudly among the world's finest protection dogs.","Loyal, Fearless, Alert",17,60.96,71.12,27.2155422,45.359237,10,12,Working Group,0.2,Occasional Bath/Brush,0.8,Regularly,1,Needs Lots of Activity,1,Eager to Please,0.6,Alert/Responsive
455,Very High,House,Very Low,Limited,First-time owner,205,"The Pudelpointer originated in Germany, created by crossing the Poodle with the Pointer. A versatile, genetically sound and healthy gun dog emerged from this cross and the breed is useful for all kinds of work in the fields, woods and water. His coat can be wire-haired, smooth/short, or rough and his coat color ranges from light brown to black. He may also have small white markings. The Pudelpointer is a calm, self-controlled, versatile gun dog with a distinct hunting instinct and lacks game or gun shyness. In his native country of Germany, he has always ranked high in performance tests and in the field. This breed is enjoyed and valued for its desire and drive.","Friendly, Smart, Willing to Please",,55.88,66.04,20.41165665,31.751465900000003,14,14,Foundation Stock Service,0.2,Occasional Bath/Brush,0.6,Seasonal,0.6,Regular Exercise,0,,0,
456,Low,Urban,Medium,Part-time,First-time owner,182,"Beneath the Old English Sheepdog’s profuse double coat is a muscular and compact drover, with plenty of bone and a big rump, standing 21 or 22 inches at the shoulder. Their eyes (when you can see them) are dark brown, or blue, or one of each. The OES breed standard says the skull is “capacious and rather squarely formed, giving plenty of room for brain power.”OES move with a bear-like shuffle but are famous for their nimbleness afoot. Regular exercise is required for these strong, able-bodied workers. Equally famed are their many fine housedog qualities: watchfulness, courage, kindliness, and intelligence. Great with children, OES make patient, protective playmates. They are sensible watchdogs known for a loud, ringing bark. The Old English Sheepdog is the archetypical shaggy dog, famous for his profuse coat and peak-a-boo hairdo, a distinctive bear-like gait, and a mellow, agreeable nature. The OES is a big, agile dog who enjoys exploring and a good romp.","Adaptable, Gentle, Smart",72,53.34,55.88,27.2155422,45.359237,10,12,Herding Group,0.6,2-3 Times a Week Brushing,0.6,Seasonal,0.6,Regular Exercise,0.4,Independent,0.6,Alert/Responsive
457,Very High,Apartment,Medium,Full-time,First-time owner,103,"The ETS is a square, snub-nosed toy weighing no more than 14 pounds. The large domed head—with its long and lush ears, dark melting eyes, and chubby cheeks—is a famous breed trait. The profuse coat comes in four varieties, each with its own proper name: red and white (Blenheim); black and tan (King Charles); white, black, and tan (Prince Charles); and a solid red (Ruby). Blenheims often have a red mark, the “Blenheim Spot,” on top of the head.The ETS, like many toy breeds kept by royals, came to assume the personalities of their aristocratic owners. They can be proud and willful, and extremely discriminating in their choice of friends. With their favored humans, they are affectionate at home and exuberant and curious at play. The merry English Toy Spaniel was bred to be the companion of kings. But ETS are spaniels first and pampered lapdogs second, and beneath the patrician exterior beats the heart of a real doggy dog—bright, loving, and willing to please.","Gentle, Playful, Intelligent",135,22.86,25.4,3.62873896,6.35029318,10,12,Toy Group,0.6,2-3 Times a Week Brushing,0.6,Seasonal,0.6,Regular Exercise,0.4,Independent,0.6,Alert/Responsive
458,Very High,Apartment,Low,Part-time,Expert,94,"The ideal Dogo Argentino is a study in harmony. He is large, powerful, and athletic. His strong head is supported by a thick, but elegant neck that connects to a balanced body, which is sustained by straight, substantial forelegs and very muscular, medium-angulated hindquarters. The Dogo gives the impression of explosive power and energy. Developed to find, chase and catch dangerous game the Dogo must have a good nose, great lung capacity, and a powerful, yet agile, muscular build. His expression is alert and intelligent, with a marked hardness. The Dogo is instantly identifiable by his short, completely white coat. The Dogo Argentino is a pack-hunting dog, bred for the pursuit of big-game such as wild boar and puma, and possesses the strength, intelligence and quick responsiveness of a serious athlete. His short, plain and smooth coat is completely white, but a dark patch near the eye is permitted as long as it doesn't cover more than 10% of the head.","Friendly, Cheerful, Humble",of,60.96,67.31,39.916128560000004,45.359237,9,15,Working Group,0.2,Occasional Bath/Brush,0.2,Infrequent,1,Needs Lots of Activity,0,,0,
459,High,Apartment,Low,Part-time,Expert,114,"Sleek, shiny, and streamlined, German Pinschers are a true dog lover’s delight. They’re eye-catching and elegant but in all ways honestly doggy—nothing fussy or exaggerated. They’ll stand about knee-high to the average adult. Muscles ripple beneath a shimmering coat of red or black-and-blue with red accents. There’s nobility in the elongated, wedge-shaped head, and the dark eyes are alert and eager. German Pinschers move with the kind of strong, free-and-easy gait that tells you this is a confident companion, up for anything the day might bring. The sleek, no-frills German Pinscher is among Germany’s oldest breeds and the prototype of other pinscher breeds. This energetic, super-intelligent dog was at first used as a rat catcher but can be trained for all types of canine work.","Courageous, Intelligent, Vivacious",134,43.18,50.8,11.33980925,20.41165665,12,14,Working Group,0.2,Occasional Bath/Brush,0.4,Occasional,1,Needs Lots of Activity,0.6,Agreeable,0.6,Alert/Responsive
460,High,Rural,High,Part-time,Experienced,159,"A huge and powerful dog, yes, but the Leonberger is also known for his aristocratic grace and elegance. A male can stand over 31 inches at the shoulder and weigh as much as a full-grown human. Females run smaller but are still a whole lot of dog. Breed hallmarks include a medium-long waterproof coat, lush triangular ears, a bushy tail, and a black facemask that frames kindly dark-brown eyes. A dramatic feature of the male’s coat is the lion-like mane around the neck and chest. A well-built Leo moves with an easy, elastic gait. A Leo is friendly but nobody’s fool. As watchdogs and all-around workers, they exhibit intelligence and sound judgment. Leos require lots of brushing, ample room for romping, and unlimited love. The Leonberger is a lush-coated giant of German origin. They have a gentle nature and serene patience and they relish the companionship of the whole family.","Friendly, Gentle, Playful",93,64.77,80.01,40.8233133,77.1107029,9,9,Working Group,0.8,Daily Brushing,0.8,Regularly,0.6,Regular Exercise,1,Eager to Please,0.8,Friendly
461,Moderate,House,Medium,Part-time,First-time owner,137,"The Irish Setter has been described by its partisans as the most beautiful of dog breeds. Standing more than two feet at the shoulder, with a substantial yet elegant build, the Irish is famed for a brilliant coat of mahogany or chestnut. Long, sinewy legs and powerful rear drive help to place the Irish among the swiftest of all sporting dogs.The Irish Setter’s lovable personality has endeared the breed to sportsmen and pet owners for more than 200 years. Irish are outgoing dogs who enjoy making friends. These rambunctious redheads are big kids at heart, but they are eager to please and will respond to patient, positive training. They are said to be bold and rugged hunting partners, with a devil-may-care approach to their work. The Irish Setter is a high-spirited gundog known for grace, swiftness, and a flashy red coat. They are famously good family dogs: sweet-tempered companions for the folks, and rollicking playmates and tennis-ball fetchers for the children.","Active, Outgoing, Sweet-Natured",77,63.5,68.58,27.2155422,31.751465900000003,12,15,Sporting Group,0.6,2-3 Times a Week Brushing,0.6,Seasonal,1,Needs Lots of Activity,0.6,Agreeable,1,Outgoing
462,Very Low,Apartment,High,Part-time,First-time owner,51,"Standing as high as 27.5 inches, with heavy bone and powerful muscles beneath a weatherproof coat, and an impressive head accented by beard and mustache, Bouviers can do anything that needs doing in a barnyard or pasture except milk the cows. And yet, Bouviers are more than just farm equipment. Their sterling character, huge heart, and keen intelligence endear them to dog lovers the world over.The Bouvier work ethic must be accommodated, and happily the breed’s versatility allows them to do myriad tasks. Bouviers are excellent watchdogs and guardians, and eager participants in dog sports, especially herding trials. These strong-willed dogs do best with owners who can devote ample time and space to a top-of-the-line working dog. They don’t build ’em like this anymore. Burly and barrel-chested, the tousle-coated dog of Flandres is from a time and place where a dog had to work like … well, a dog. These smart and steady all-purpose workers make excellent watchdogs.","Affectionate, Courageous, Strong-Willed",84,59.69,69.85,31.751465900000003,49.895160700000005,10,12,Herding Group,0.8,Daily Brushing,0.6,Seasonal,0.8,Energetic,0.6,Agreeable,0.6,Alert/Responsive
463,Very Low,House,Very Low,Part-time,First-time owner,23,"Basenjis are small, graceful hounds standing 16 or 17 inches at the shoulder. They are recognizable by their glistening short coat, tightly curled tail, and wrinkled forehead and expressive almond-shaped eyes that convey a variety of subtle, humanlike emotions.Basenjis are a lovely sight at a standstill but more impressive yet at a fast trot, when they exhibit the long, smooth strides of a mini-racehorse. And yes, it’s true, they don’t bark, but they make their feelings known with an odd sound described as something between a chortle and a yodel. Basenjis are fastidious and will groom themselves like cats. This has been called a “cult breed”—small in numbers, but those lucky enough to own one do so with singular devotion. The Basenji, Africa’s “Barkless Dog,” is a compact, sweet-faced hunter of intelligence and poise. They are unique and beguiling pets, best for owners who can meet their exercise needs and the challenge of training this catlike canine.","Independent, Smart, Poised",87,40.64,43.18,9.979032140000001,10.886216880000001,13,14,Hound Group,0.2,Occasional Bath/Brush,0.4,Occasional,0.8,Energetic,0.4,Independent,0.4,Reserved with Strangers
464,Very High,Apartment,Very High,Part-time,First-time owner,151,"Our Hungarian-language tip of the day: The plural of Komondor is Komondorok. Now, let’s take a look at the dog. What we see is a large and powerful guardian covered in profuse white cords. A big male can stand more than 27.5 inches and weigh over 100 pounds, with heavy bone, a deep chest, and lots of muscle. Despite their brawn Komondorok are agile and light-footed, and move with long strides. With their unique look, it’s impossible to mistake Koms for anything else. A powerfully large Hungarian flock guardian covered in profuse white cords from head to tail, the Komondor is among the world’s most recognizable breeds. The independent and protective Kom requires a firm, experienced hand at training.","Loyal, Dignified, Brave",173,64.77,69.85,36.287389600000004,45.359237,10,12,Working Group,1,Specialty/Professional,0.6,Seasonal,0.6,Regular Exercise,0.4,Independent,0.4,Reserved with Strangers
465,Low,Apartment,Very High,Minimal,Expert,38,"A good-size Bichon will stand a shade under a foot tall at the shoulder. The breed’s glory is a white hypoallergenic coat, plush and velvety to the touch, featuring rounded head hair that sets off the large, dark eyes and black leathers of the nose and lips.Bichons are adaptable companions who get on well with other dogs and children. Alert and curious, Bichons make nice little watchdogs—but they are lovers, not fighters, and operate under the assumption that there are no strangers, just friends they haven’t met yet. Their confidence and size make them ideal city dogs. Bichons train nicely and enjoy performing for their loved ones. Finally, there’s the happy-go-lucky Bichon personality that draws smiles and hugs wherever they go. The small but sturdy and resilient Bichon Frise stands among the world’s great “personality dogs.” Since antiquity, these irresistible canine comedians have relied on charm, beauty, and intelligence to weather history’s ups and downs.","Playful, Curious, Peppy",46,24.13,29.21,5.4431084400000005,8.164662660000001,14,15,Non-Sporting Group,1,Specialty/Professional,0.2,Infrequent,0.6,Regular Exercise,0.6,Agreeable,1,Outgoing
466,Very Low,Urban,Low,Minimal,Expert,127,"Greyhounds are the essence of the dog breeder’s credo “Form follows function.” From the narrow, aerodynamic skull to the shock-absorbing pads of the feet, Greyhounds are perfectly constructed for high-speed pursuit. The lean beauty of the Greyhound’s “inverted S” shape, created by the deep chest curving gently into a tightly tucked waist, has been an object of fascination for artists, poets, and kings for as long as human beings have called themselves civilized. Greyhounds are the template from which other coursing hounds have been struck. The champion sprinter of dogdom, the Greyhound dog breed is a gentle, noble, and sweet-tempered companion with an independent spirit. For thousands of years these graceful hounds have been an object of fascination for artists, poets, and kings.","Gentle, Independent, Noble",145,68.58,76.2,27.2155422,31.751465900000003,10,13,Hound Group,0.2,Occasional Bath/Brush,0.4,Occasional,0.8,Energetic,0.4,Independent,0.8,Friendly
467,Low,Apartment,Very High,Minimal,First-time owner,197,"Poodles come in three size varieties: Standards should be more than 15 inches tall at the shoulder; Miniatures are 15 inches or under; Toys stand no more than 10 inches. All three varieties have the same build and proportions. At dog shows, Poodles are usually seen in the elaborate Continental Clip. Most pet owners prefer the simpler Sporting Clip, in which the coat is shorn to follow the outline of the squarely built, smoothly muscled body.Forget those old stereotypes of Poodles as sissy dogs. Poodles are eager, athletic, and wickedly smart “real dogs” of remarkable versatility. The Standard, with his greater size and strength, is the best all-around athlete of the family, but all Poodles can be trained with great success. Whether Standard, Miniature, or Toy, and either black, white, or apricot, the Poodle stands proudly among dogdom’s true aristocrats. Beneath the curly, low-allergen coat is an elegant athlete and companion for all reasons and seasons.","Active, Proud, Very Smart",7,38.1,38.1,18.143694800000002,31.751465900000003,10,18,Non-Sporting Group,1,Specialty/Professional,0.2,Infrequent,0.6,Regular Exercise,1,Eager to Please,0.8,Friendly
468,Very Low,Urban,High,Limited,First-time owner,82,"Those big, dark eyes; that sweet expression; those long, lush ears that practically demand to be touched—no wonder the Cocker spent years as America’s most popular breed. The Cocker is the AKC’s smallest sporting spaniel, standing about 14 to 15 inches. The coat comes in enough colors and patterns to please any taste. The well-balanced body is sturdy and solid, and these quick, durable gundogs move with a smooth, easy gait.Cockers are eager playmates for kids and are easily trained as companions and athletes. They are big enough to be sporty, but compact enough to be portable. A Cocker in full coat rewards extra grooming time by being the prettiest dog on the block. These energetic sporting dogs love playtime and brisk walks. The merry and frolicsome Cocker Spaniel, with his big, dreamy eyes and impish personality, is one of the world’s best-loved breeds. They were developed as hunting dogs, but Cockers gained their wide popularity as all-around companions.","Gentle, Smart, Happy",30,34.29,39.37,9.071847400000001,13.6077711,10,14,Sporting Group,0.8,Daily Brushing,0.4,Occasional,0.6,Regular Exercise,1,Eager to Please,1,Outgoing
469,Moderate,Rural,Low,Full-time,First-time owner,147,"The Karelian Bear Dog is a medium-sized spitz with a dense coat. Bred to hunt large, aggressive game by himself, his build reflects his duties. He is a silent hunter, and only barks once the game is stopped or treed. Working with an experienced hunter, he communicates the type of animal he has located by the sound of his bark. Though he can demonstrate self-control around people, his fighting spirit surfaces around other dogs and can be difficult to handle. His spirit easily turns into aggression, as Karelian Bear Dogs love a challenge. Club Contact DetailsClub: American Karelian Bear Dog AllianceName: Maureen GriffinEmail: nytwind@comcast.netPhone: 860-434-9198 The Karelian Bear Dog is an eager hunter and very independent, yet works cooperatively to mark game by barking. Their senses, especially smell, are sharp, thus the breed is suitable for big game hunting. They have a very good sense of direction, are balanced, courageous and persistent. This breed has a highly developed spirit for game and are very self-confident. They may be territorial towards other males, but are never aggressive towards people, though they may be slightly reserved.","Loyal, Independent, Courageous",,48.26,59.69,19.958064280000002,22.22602613,11,13,Foundation Stock Service,0.2,Occasional Bath/Brush,0.6,Seasonal,0.4,Calm,0,,0,
